keys,zh,en,ja
CODEX_MIRAGE3_DESC,高速截击机。只做一次干净的攻击航线然后脱离。,High-speed interceptor. It makes one clean attack pass and leaves.,高速迎撃機。一度の攻撃航過を終えると離脱する。
CODEX_A6E_NAME,A-6E 入侵者,A-6E Intruder,A-6E イントルーダー
CODEX_A6E_DESC,低空攻击机。贴地突进后投完火力立即撤离。,Low-level attacker. It rushes in low and withdraws after delivering its payload.,低空攻撃機。低空で突入し攻撃後は直ちに離脱する。
CODEX_A10_NAME,A-10 雷电二式,A-10 Thunderbolt II,A-10 サンダーボルトII
CODEX_A10_DESC,低速强攻机。血量厚且喜欢用机炮压住近空。,Slow assault aircraft. Tough and eager to dominate close airspace with its gun.,低速強襲機。頑丈で機関砲により近距離を制圧する。
CODEX_F16_NAME,F-16 战隼,F-16 Fighting Falcon,F-16 ファイティング・ファルコン
CODEX_F16_DESC,轻型格斗机。灵活而积极地进入持续缠斗。,Light dogfighter. Agile and willing to commit to a sustained turning fight.,軽量格闘機。機敏で継続的な旋回戦を好む。
CODEX_VIGGEN_NAME,Saab 37 雷式,Saab 37 Viggen,Saab 37 ビゲン
CODEX_VIGGEN_DESC,高速截击机。冲锋射击后沿直线迅速拉开。,Fast interceptor. It attacks on the charge then extends away in a straight line.,高速迎撃機。突進攻撃の後は直線で素早く距離を取る。
CODEX_HARRIER_NAME,Harrier 鹞式,Harrier,ハリアー
CODEX_HARRIER_DESC,高鼻向近战机。速度不高但近距离转头很快。,High-nose close fighter. It lacks speed but points quickly at short range.,高迎角の近接機。速度は低いが近距離では素早く機首を向ける。
CODEX_MIRAGE2000_NAME,Mirage 2000 幻影,Mirage 2000,Mirage 2000 ミラージュ2000
CODEX_MIRAGE2000_DESC,三角翼格斗机。靠高速盘旋反复争夺尾位。,Delta-wing dogfighter. It uses fast turns to keep contesting the rear quarter.,デルタ翼格闘機。高速旋回で後方位置を奪い続ける。
CODEX_GRIPEN_C_NAME,JAS 39C 鹰狮,JAS 39C Gripen,JAS 39C グリペン
CODEX_GRIPEN_C_DESC,协同导弹机。三机分配不同目标后同时开火。,Cooperative missile fighter. A three-ship flight divides targets before firing together.,協同ミサイル機。三機で別々の目標を分担して同時に発射する。
CODEX_TORNADO_NAME,Tornado 狂风,Tornado,トーネード
CODEX_TORNADO_DESC,重型突击机。高速掠袭并拒绝陷入盘旋战。,Heavy strike fighter. It raids at speed and refuses to remain in a turning fight.,重攻撃機。高速で襲撃し旋回戦には留まらない。
CODEX_F15_NAME,F-15 鹰,F-15 Eagle,F-15 イーグル
CODEX_F15_DESC,重型格斗机。能量充足且会持续追逐近战目标。,Heavy dogfighter. It carries ample energy and stays on a close target.,重戦闘機。豊富なエネルギーで近距離目標を追い続ける。
CODEX_F14_NAME,F-14 雄猫,F-14 Tomcat,F-14 トムキャット
CODEX_F14_DESC,远程舰载截击机。完成导弹攻击后会拉开重新布置。,Long-range carrier interceptor. It extends after its missile pass to reset.,長距離艦上迎撃機。ミサイル攻撃後は距離を取り再配置する。
CODEX_FA18E_NAME,F/A-18E 超级大黄蜂,F/A-18E Super Hornet,F/A-18E スーパーホーネット
CODEX_FA18E_DESC,舰载多用途格斗机。均衡但明确偏好近距离缠斗。,Carrier multirole fighter. Balanced but clearly committed to close combat.,艦上多用途戦闘機。均整が取れているが近接戦を明確に好む。
CODEX_F15E_NAME,F-15E 攻击鹰,F-15E Strike Eagle,F-15E ストライクイーグル
CODEX_F15E_DESC,重载突击机。一次投射大量火力后脱离战区。,Heavy strike fighter. It delivers a large attack package then exits.,重武装攻撃機。一度に大火力を投射して離脱する。
CODEX_SU34_NAME,Su-34 鸭嘴兽,Su-34 Fullback,Su-34 フルバック
CODEX_SU34_DESC,重型打击机。耐打但只执行高速攻击航线。,Heavy strike aircraft. Durable but disciplined around high-speed attack runs.,重打撃機。頑丈だが高速攻撃航過だけを遂行する。
CODEX_SNOWBLIND_NAME,SNOWBLIND 雪幕,SNOWBLIND,SNOWBLIND スノーブラインド
CODEX_SNOWBLIND_DESC,无武装支援机。灰色雪幕遮住范围内全部敌机；圈外只能看见不可交互的核心轮廓，进入幕内才能揭露实体。,Unarmed support aircraft. Its grey shroud hides every enemy inside; from outside only a non-interactive core silhouette is visible. Enter the shroud to reveal the aircraft.,非武装支援機。灰色の幕は範囲内の敵をすべて隠す。幕外では操作不能な本体の輪郭だけが見え、侵入すると実体が露見する。
CODEX_DEADAIR_NAME,DEADAIR 断讯,DEADAIR,DEADAIR デッドエア
CODEX_DEADAIR_DESC,移动累积干扰场；导弹会更快失导，压近核心后用机炮摧毁它。,"A moving cumulative JAM field; missiles lose guidance faster, so close in and destroy the core with guns.",移動式の累積JAMフィールド。ミサイルは早く誘導を失うため、接近して機関砲で中核を破壊せよ。
CODEX_F15C_NAME,F-15C 鹰,F-15C Eagle,F-15C イーグル
CODEX_F15C_DESC,高能制空机。会把速度换成持续近战优势。,High-energy air-superiority fighter. It turns speed into a sustained close-combat advantage.,高エネルギー制空機。速度を継続的な近接戦の優位に変える。
CODEX_RAFALE_NAME,Rafale 阵风,Rafale,ラファール
CODEX_RAFALE_DESC,双目标导弹机。每轮同时压制两架飞机然后撤出。,Dual-target missile fighter. It pressures two aircraft per cycle then withdraws.,二目標ミサイル機。一巡で二機を同時に圧迫して離脱する。
CODEX_TYPHOON_NAME,Eurofighter Typhoon,Eurofighter Typhoon,ユーロファイター タイフーン
CODEX_TYPHOON_DESC,高速格斗机。保存能量并主动把战斗拉进近距。,Fast dogfighter. It preserves energy and deliberately drags the fight close.,高速格闘機。エネルギーを保ち戦闘を近距離へ持ち込む。
CODEX_GRIPEN_E_NAME,JAS 39E 鹰狮,JAS 39E Gripen,JAS 39E グリペン
CODEX_GRIPEN_E_DESC,新型协同导弹机。队级三目标齐射后强制重新站位。,Modern cooperative missile fighter. The flight attacks three targets then resets.,新型協同ミサイル機。編隊で三目標を攻撃した後に再配置する。
CODEX_F15SMTD_NAME,F-15 S/MTD,F-15 S/MTD,F-15 S/MTD
CODEX_F15SMTD_DESC,推力矢量格斗实验机。能用后失速机动惩罚追尾者。,Thrust-vectoring dogfight demonstrator. Post-stall moves punish anyone chasing its tail.,推力偏向格闘実験機。ポストストール機動で追尾者を罰する。
CODEX_F35_NAME,F-35 闪电二式,F-35 Lightning II,F-35 ライトニングII
CODEX_F35_DESC,隐身双锁导弹机。静默入位后同时攻击两个目标。,Stealth dual-lock fighter. It approaches quietly then attacks two targets together.,ステルス二重ロック機。静かに接近して二目標を同時攻撃する。
CODEX_SU57_NAME,Su-57 重罪犯,Su-57 Felon,Su-57 フェロン
CODEX_SU57_DESC,隐身矢量格斗机。贴近后用后失速机动强迫玩家过冲。,Stealth vectoring dogfighter. It closes in and uses post-stall moves to force overshoots.,ステルス偏向格闘機。接近してポストストール機動でオーバーシュートを誘う。
CODEX_J20_NAME,J-20 威龙,J-20 Mighty Dragon,J-20 威龍
CODEX_J20_DESC,远程隐身截击机。完成高速导弹突击后绝不留下缠斗。,Long-range stealth interceptor. It never stays to turn after a high-speed missile pass.,長距離ステルス迎撃機。高速ミサイル攻撃後は決して格闘に残らない。
CODEX_F22_NAME,F-22 猛禽,F-22 Raptor,F-22 ラプター
CODEX_F22_DESC,四目标远程导弹机。编队会先分配不同目标并在齐射后强制脱离。,Four-target missile fighter. Its flight distributes targets then disengages after the salvo.,四目標ミサイル機。編隊で目標を分担し斉射後は強制離脱する。
CODEX_A12_NAME,A-12 复仇者二式,A-12 Avenger II,A-12 アベンジャーII
CODEX_A12_DESC,隐身远程攻击机。完成单目标重击后会在远处重新站位。,Stealth ranged attacker. It repositions at distance after a heavy single-target strike.,ステルス遠距離攻撃機。単一目標への重撃後は遠方で再配置する。
CODEX_TU160_NAME,Tu-160 白天鹅,Tu-160 Blackjack,Tu-160 ブラックジャック
CODEX_TU160_DESC,战略轰炸机。毫无还手之力，横穿战场的活靶子。,Strategic bomber. Zero return fire — a target of opportunity crossing the map.,戦略爆撃機。反撃能力ゼロ、戦場を横切る的。
CODEX_AH64_NAME,AH-64 阿帕奇,AH-64 Apache,AH-64 アパッチ
CODEX_AH64_DESC,攻击直升机。只打地面目标，对空中的你视而不见。,Attack helicopter. Strictly ground-attack — it ignores you entirely.,攻撃ヘリ。地上目標専門で、空の君には見向きもしない。
CODEX_CH47_NAME,CH-47 支奴干,CH-47 Chinook,CH-47 チヌーク
CODEX_CH47_DESC,运输直升机。纯运输编队，能不能拦下来看你的手速。,Transport helicopter. A pure logistics flight — catching it is a race against its exit.,輸送ヘリ。純粋な輸送編隊、逃げ切られる前に捕まえられるか。
CODEX_SAM_NAME,SAM 防空导弹阵地,SAM Site,SAM 対空ミサイル陣地
CODEX_SAM_DESC,地面防空导弹。战区的主要拔点目标，射程内没有安全高度。,Ground SAM battery. The primary zone objective — no safe altitude inside its envelope.,地対空ミサイル。戦域の主目標で、射程内に安全高度は無い。
CODEX_AA_NAME,AA 高射炮,AA Gun,AA 対空砲
CODEX_AA_DESC,高射炮位。射程短但弹幕密，低空掠过要付代价。,"AA emplacement. Short reach, dense fire — going in low has a price.",対空砲陣地。射程は短いが弾幕は濃く、低空侵入は代償を伴う。
CODEX_RADAR_NAME,雷达站,Radar Station,レーダーサイト
CODEX_RADAR_DESC,预警雷达。自己不开火，但让整个战区提前看见你。,Early-warning radar. Unarmed — but it lets the whole zone see you coming.,早期警戒レーダー。非武装だが戦域全体に君の接近を伝える。
CODEX_WRAITH_SQUADRON_NAME,Wraith 中队,Wraith Squadron,Wraith 中隊
CODEX_WRAITH_SQUADRON_DESC,四架 F-47，档案里只剩编号。雷达上它们不存在，直到告警器响起——那时谁咬住你、谁收尾，早就分好了。,Four F-47s; the file holds nothing but their numbers. They don't exist on radar until your warning tone starts — and by then they have already settled who holds you and who finishes it.,F-47 が四機、記録に残るのは番号だけ。レーダー上には存在しない——警報が鳴るまでは。鳴った時にはもう、誰が食らいつき誰が仕留めるかは決まっている。
CODEX_CARRIER_STRIKE_GROUP_NAME,Ladon 战斗群,Ladon Strike Group,Ladon 打撃群
CODEX_CARRIER_STRIKE_GROUP_DESC,Ladon 号。从它甲板上起飞的中队，两次终结了战争。它第三次出海，水平线上只有你。,"Ladon. Squadrons launched from her deck ended the war twice. She is at sea a third time, and there is nothing on her horizon but you.",Ladon。その甲板から飛び立った中隊は、二度戦争を終わらせた。三度目の出港——水平線にいるのは君だけだ。
CODEX_MOTHER_GOOSE_NAME,鹅妈妈,Mother Goose,マザーグース
CODEX_BLACK_STAR_NAME,Black Star 高超音速分裂体,Black Star Hypersonic Splitter,ブラックスター 高超音速分裂体
CODEX_BLACK_STAR_DESC,两枚从对流层坠下的黑色升力体。每击碎一层都会分成两枚更小的战斗机，直到空域里只剩十六个终末体。,Two black lifting bodies fall from the stratosphere. Every shattered stage becomes two smaller fighters until sixteen terminal bodies fill the airspace.,成層圏から落下する二つの黒いリフティングボディ。砕けた段は二つの小型戦闘機へ分かれ、最後には十六の終末体が空域を満たす。
CODEX_MOTHER_GOOSE_DESC,全翼母舰，腹中装满还没起飞的孩子。她不追也不逃，只是一直放飞——名字是地勤起的，后来没人再改。,A flying wing with a belly full of children that haven't launched yet. She doesn't chase and doesn't run — she just keeps sending them out. The ground crews named her; nobody ever changed it.,全翼の母機。腹の中はまだ飛び立っていない子機でいっぱいだ。追いもせず逃げもせず、ただ送り出し続ける。名付けたのは整備班——以来誰も直していない。
ACHIEVEMENT_UAV_HUNTER_TOAST,成就解锁：无人机猎手 —— 战区奖励新增「忠诚僚机」,Achievement unlocked: Drone Hunter — Loyal Wingman added to zone rewards,実績解除：ドローンハンター —— 戦区報酬に「ロイヤルウィングマン」追加
METASHOP_TITLE,── 生涯商店 ──,── CAREER SHOP ──,── キャリアショップ ──
METASHOP_TAB_DOCTRINE,战术学说,Doctrines,戦術ドクトリン
METASHOP_TAB_SIGNATURE,机体专属,Aircraft Signatures,機体専用
METASHOP_TAB_SUPPORT,战场支援,Battlefield Support,戦場支援
METASHOP_TAB_CAREER,机体与后勤,Aircraft & Logistics,機体・兵站
METASHOP_SIGNATURE_UNKNOWN,？？？,???,？？？
METASHOP_ITEM_AWACS_NAME,预警支援协定,AWACS Support Accord,AWACS 支援協定
METASHOP_ITEM_AWACS_DESC,允许友军预警机在正式行动中进场支援,Enables allied AWACS support during formal operations,正式作戦で友軍 AWACS の支援を解禁
METASHOP_ITEM_ZONE_AIR_SUPPORT_NAME,战区制空支援协定,Warzone Air Support Accord,戦域制空支援協定
METASHOP_ITEM_ZONE_AIR_SUPPORT_DESC,每局首次对空战区激活后派遣 2～4 架 F-86 友军,Dispatches 2–4 allied F-86s to the first air mission each run,各出撃で最初の対空戦域開始後に友軍 F-86 を 2～4 機派遣
METASHOP_ITEM_ZONE_GROUND_SUPPORT_NAME,战区对地支援协定,Warzone Ground Support Accord,戦域対地支援協定
METASHOP_ITEM_ZONE_GROUND_SUPPORT_DESC,每局首次非机场清剿战区激活后派遣 2 架 A-10,Dispatches two allied A-10s to the first non-airfield ground mission each run,各出撃で最初の飛行場以外の地上掃討戦域に友軍 A-10 を 2 機派遣
METASHOP_ITEM_ACE_F15_SUPPORT_NAME,王牌截击支援协定,Ace Intercept Support Accord,エース迎撃支援協定
METASHOP_ITEM_ACE_F15_SUPPORT_DESC,每局首次敌军王牌增援登场时派遣 2 架 F-15,Dispatches two allied F-15s against the first enemy ace reinforcement each run,各出撃で最初の敵エース増援に友軍 F-15 を2機派遣
METASHOP_ITEM_AIRFIELD_SAM_NAME,机场防空网授权,Airfield SAM Network Authorization,飛行場SAM網許可
METASHOP_ITEM_AIRFIELD_SAM_DESC,每次解放机场时在友军 AA×2 之外追加 1 座一次性 SAM,Each liberated airfield deploys one single-use SAM in addition to two allied AA guns,飛行場を解放するたび友軍対空砲2基に加えて使い切りのSAM1基を配備
METASHOP_SECTION_ITEMS,▼ 生涯商品,▼ CAREER ITEMS,▼ キャリア商品
METASHOP_LOCKED_HINT_DOCTRINE,先掌握两门入门学说（嗜血 / 骑士）后上架,Listed after mastering both starter doctrines (Bloodlust / Chivalry),入門ドクトリン2種（血戦/騎士）の取得後に入荷
METASHOP_ITEM_MIRAGE3_NAME,幻影 III 采购案,Mirage III Procurement,ミラージュ III 調達計画
METASHOP_ITEM_MIRAGE3_DESC,幻影 III 加入起手机名单（电战线起点）,Adds Mirage III to the starting roster (EW line),ミラージュ III が初期機体に追加（電子戦系統）
METASHOP_ITEM_DOCK_WINGMAN_NAME,停靠补给僚机,Docking Wingman Resupply,着艦補給ウィングマン
METASHOP_ITEM_DOCK_WINGMAN_DESC,每次在机场或航母停靠，补给 1 架同型僚机入队,Each airfield or carrier docking grants +1 wingman,飛行場・空母に着くたび僚機 1 機を補充
METASHOP_ITEM_OP_TIME_NAME,行动时间延长,Extended Operation Time,作戦時間延長
METASHOP_ITEM_OP_TIME_DESC,战区阶段总时长 +30 秒,Warzone phase duration +30 seconds,戦域フェーズ +30 秒
METASHOP_LOCKED_HINT_DOCK_WINGMAN,首次在机场停靠后上架,Listed after your first airfield docking,初の飛行場着陸後に入荷
METASHOP_LOCKED_HINT_OP_TIME,首次撤离行动后上架,Listed after your first retreat,初の撤退後に入荷
METASHOP_LISTED_TOAST,生涯商店新货上架,New item listed in the Career Shop,キャリアショップに新商品入荷
UNLOCK_HINT_F14,击败 Ladon 战斗群 解锁,Defeat the Ladon Strike Group to unlock,Ladon 打撃群を撃破で解禁
UNLOCK_HINT_A6E_FMT,摧毁 30 个地面单位解锁（%d/30）,Destroy 30 ground units to unlock (%d/30),地上ユニット 30 撃破で解禁（%d/30）
UNLOCK_HINT_MIRAGE3,生涯商店有售,Available in the Career Shop,キャリアショップで購入可能
