keys,zh,en,ja
UPGRADE_INVASION_ALGORITHM_NAME,入侵算法,Intrusion Algorithm,侵入アルゴリズム
UPGRADE_INVASION_ALGORITHM_DESC,玩家小队施加的干扰会使 MQ-109～112 立即失控坠毁并正常结算经验,Player-squad JAM causes MQ-109–112 to crash immediately and awards normal XP,プレイヤー隊のJAMでMQ-109～112が即時墜落し通常XPを獲得
UPGRADE_FLEE_NAME,逃吧 Run,Run,逃げろ
UPGRADE_FLEE_DESC,玩家小队首次施加恐惧时有 40% 令普通载人敌机撤离并结算一次经验；无人机、王牌、BOSS 及其生成物无效,"On a new player-squad Fear, 40% chance for a normal crewed enemy to retreat and award XP once; excludes UAVs, aces, bosses, and boss spawns",プレイヤー隊の新規恐怖で40%の確率で通常有人機が撤退しXPを一度獲得；無人機・エース・ボス・ボス生成物は無効
UPGRADE_STORM_I_NAME,暴风雨 I,Storm I,嵐 I
UPGRADE_STORM_I_DESC,每次加力激活实际消耗 3.0 能量后，本次窗口全队获得超载 8 秒（每次激活至多一次）,"After spending 3.0 actual Afterburner charge in one activation, the window squad gains 8s Overload (once per activation)",1回のAB起動で実消費3.0に達すると窓内の全隊が8秒オーバーロード（起動ごとに1回）
UPGRADE_STORM_II_NAME,暴风雨 II,Storm II,嵐 II
UPGRADE_STORM_II_DESC,当前操控王牌处于超载时：加力启用不耗能，停用时被动充能 ×4；免费维持不推进暴风雨 I,While the controlled ace is Overloaded: active Afterburner drains no charge and inactive recharge is ×4; free upkeep does not advance Storm I,操作中のエースがオーバーロード中：AB使用時は消費なし・停止時の充填×4；無料維持は嵐Iを進めない
UPGRADE_RATATAT_NAME,哒哒哒哒哒,Ratatat,ダダダダダ
UPGRADE_RATATAT_DESC,嗜血期间：机炮射程 +500m、实际射击间隔 ×0.70、射界半角 +8°,"During Bloodlust: gun range +500m, actual firing interval ×0.70, and cone half-angle +8°",ブラッドラスト中：機関砲射程+500m・実射撃間隔×0.70・射界半角+8°
UPGRADE_MENTAL_CONFUSION_NAME,精神错乱,Mental Confusion,精神錯乱
UPGRADE_MENTAL_CONFUSION_DESC,恐惧首次落地时，普通敌机 50%／王牌 25%／BOSS 10% 概率浪费至多一份热诱弹或导弹,"When Fear first lands: normal enemies have a 50% chance, aces 25%, and bosses 10% to waste at most one flare use or missile",恐怖の初回付与時：通常50%・エース25%・ボス10%でフレア1回分またはミサイル1発を浪費
UPGRADE_HUSH_NAME,嘘！,Hush!,シーッ！
UPGRADE_HUSH_DESC,被干扰的敌机无法释放热诱弹；其已发射与新发射导弹立即失去制导,Jammed enemies cannot deploy flares; their existing and newly launched missiles immediately lose guidance,ジャミング中の敵はフレア使用不可；既発射・新発射ミサイルは即座に誘導を失う
UPGRADE_STASIS_NAME,凝滞,Stasis,停滞
UPGRADE_STASIS_DESC,王牌受到实际导弹直击伤害时，使 2km 内敌人减速 4 秒；范围伤害、闪避、无敌与零伤害不触发,"When the ace takes actual direct missile damage, enemies within 2km are Slowed for 4s; AOE, dodges, invulnerability, and zero damage do not trigger",エースがミサイル直撃の実ダメージを受けると2km内の敵を4秒減速；範囲・回避・無敵・0ダメージでは発動しない
LOADOUT_BACK,返回,BACK,戻る
LOADOUT_BTN_BUY_FMT,购买（%d 功勋）,BUY (%d M),購入 %d
LOADOUT_BTN_OWNED,已拥有,OWNED,所持済
LOADOUT_BTN_NO_FUNDS,功勋不足,INSUFFICIENT MERIT,功勲不足
LOADOUT_DOCTRINE_HEADER,▼ 解锁研究,▼ DOCTRINES,▼ 研究
LOADOUT_BADGE_DOCTRINE,[ 解锁 ],[ UNLOCK ],[ 解放 ]
LOADOUT_DOCTRINE_UNLOCKS_FMT,▸ 解锁【%s】词条的技能,▸ Unlocks 【%s】 upgrades,▸ 【%s】系を解禁
STATUS_NOTE_OVERLOAD,▸ 超载：装填 / 锁定 ×0.4 · 加速与顶速 ×1.6,▸ Overload: reload / lock ×0.4 · accel & top speed ×1.6,▸ オーバーロード：装填/ロック×0.4・加速と最高速×1.6
STATUS_NOTE_BLOODLUST,▸ 嗜血：每次击杀回复 20 HP · 机炮/CIWS 发射不耗弹,▸ Bloodlust: each kill restores 20 HP · gun/CIWS fire costs no ammo,▸ ブラッドラスト：撃墜ごとにHP20回復・機関砲/CIWSの弾薬消費なし
STATUS_NOTE_INVINCIBLE,▸ 无敌：免疫全部伤害,▸ Invincible: immune to all damage,▸ 無敵：全ダメージ無効
STATUS_NOTE_STEALTH,▸ 隐身：无法被锁定 · 敌方丢失目标,▸ Stealth: cannot be locked · enemies lose you,▸ ステルス：ロック不可・敵が目標を見失う
STATUS_NOTE_FEAR,▸ 恐惧：敌机压力拉满 · 被迫脱离交战,▸ Fear: target panics · breaks off the engagement,▸ 恐怖：敵はパニックし交戦から離脱
STATUS_NOTE_JAM,▸ 干扰：目标全武器封锁 · 雷达冻结,▸ Jam: target's weapons blocked · radar frozen,▸ ジャミング：全武器封鎖・レーダー凍結
STATUS_NOTE_SLOW,▸ 减速：限速 350 km/h · 禁用加力 · 滚转 ×0.6,▸ Slow: capped at 350 km/h · no afterburner · roll ×0.6,▸ 減速：350km/h制限・AB禁止・ロール×0.6
LOADOUT_KEYWORD_FEAR,恐惧,Fear,恐怖
LOADOUT_KEYWORD_OVERLOAD,超载,Overload,オーバーロード
LOADOUT_KEYWORD_BLOODLUST,嗜血,Bloodlust,血戦
EQUIPMENT_DOCTRINE_FEAR_NAME,战术：恐惧,Tactic: Fear,戦術：恐怖
EQUIPMENT_DOCTRINE_FEAR_DESC,解锁【恐惧】系 in-run 升级,Unlocks fear in-run upgrades,恐怖系を解禁
EQUIPMENT_DOCTRINE_OVERLOAD_NAME,战术：超载,Tactic: Overload,戦術：オーバーロード
EQUIPMENT_DOCTRINE_OVERLOAD_DESC,解锁【超载】系 in-run 升级,Unlocks overload in-run upgrades,オーバーロード系を解禁
EQUIPMENT_DOCTRINE_BLOODLUST_NAME,战术：嗜血,Tactic: Bloodlust,戦術：血戦
EQUIPMENT_DOCTRINE_BLOODLUST_DESC,解锁【嗜血】系 in-run 升级,Unlocks bloodlust in-run upgrades,血戦系を解禁
LOADOUT_KEYWORD_CHIVALRY,对头触发,Head-on Triggers,正面トリガー
LOADOUT_KEYWORD_JAM,干扰,Jamming,妨害
EQUIPMENT_DOCTRINE_CHIVALRY_NAME,战术：骑士,Tactic: Chivalry,戦術：騎士
EQUIPMENT_DOCTRINE_CHIVALRY_DESC,解锁【对头触发】系 in-run 升级,Unlocks head-on trigger in-run upgrades,正面トリガー系を解禁
EQUIPMENT_DOCTRINE_JAM_NAME,战术：干扰,Tactic: Jamming,戦術：妨害
EQUIPMENT_DOCTRINE_JAM_DESC,解锁【干扰】系 in-run 升级,Unlocks jamming in-run upgrades,妨害系を解禁
LOADOUT_KEYWORD_STEALTH,隐身,Stealth,ステルス
EQUIPMENT_DOCTRINE_STEALTH_NAME,战术：隐身,Tactic: Stealth,戦術：ステルス
EQUIPMENT_DOCTRINE_STEALTH_DESC,解锁【隐身】系 in-run 升级,Unlocks stealth in-run upgrades,ステルス系を解禁
EQUIPMENT_DOCTRINE_FEAR_FLAVOR,植入动摇。,Sow wavering.,動揺を植える。
EQUIPMENT_DOCTRINE_OVERLOAD_FLAVOR,最大化杀伤。,Maximize the lethality.,殺傷を最大化。
EQUIPMENT_DOCTRINE_BLOODLUST_FLAVOR,每一击都喂养下一击。,Each kill feeds the next.,撃つたびに次が育つ。
EQUIPMENT_DOCTRINE_CHIVALRY_FLAVOR,你在空战中带了一挺骑枪来。,You brought a lance to a dogfight.,空中戦にランスを持ち込んできたな。
EQUIPMENT_DOCTRINE_JAM_FLAVOR,阻断反馈。,Sever feedback.,反応を断つ。
EQUIPMENT_DOCTRINE_STEALTH_FLAVOR,别眨眼。,Don't blink.,まばたきしないで。
UPGRADE_SKILL_TORPEDO_AOE_JAM_NAME,雷阵警讯,Mine Disruption,投雷警報
UPGRADE_SKILL_TORPEDO_AOE_JAM_DESC,漂浮雷引爆时再向外释放一圈电子干扰，800m 内敌方进入 JAM 5 秒（武器 / 雷达全锁死）,Drift mines emit a JAM pulse on detonation: enemies within 800m get JAM 5s (weapons + radar locked),浮遊機雷の爆発時に電子干渉波が広がり、800m 以内の敵を 5 秒間 JAM
UPGRADE_ROCKET_FIRERATE_RANGE_NAME,火箭弹·急速延伸,RKT Burst Extension,ロケット急射延伸
UPGRADE_ROCKET_FIRERATE_RANGE_DESC,火箭弹齐射 CD ×0.75，最大射程与扫描距离 ×1.25。每层叠加。,Rocket burst CD ×0.75 + max range/scan ×1.25 per stack,ロケットの再射撃 CD ×0.75 + 射程・索敵 ×1.25（積み重ね可）
UPGRADE_SKILL_ROCKET_HOMING_NAME,火箭弹·寻迹引导,RKT Homing,ロケット追尾誘導
UPGRADE_SKILL_ROCKET_HOMING_DESC,火箭弹发射后获得弱追踪能力（1200m 内最近敌人，35°/s 转向），近距糊脸时偏移自动修正,Rockets gain weak homing (1200m scan / 35°/s turn rate) — auto-correct near-miss shots,ロケットに弱追尾を付与（1200m 索敵・35°/s 旋回）—近距離での外しを自動補正
UPGRADE_TORPEDO_TRACKING_BOOST_NAME,漂浮雷·猎手感应,Drift Mine Hunter,浮遊機雷ハンター
UPGRADE_TORPEDO_TRACKING_BOOST_DESC,漂浮雷扫描距离 ×1.6 + 转向速率 ×2.2。每层叠加。,Drift mine scan ×1.6 + turn rate ×2.2 per stack,浮遊機雷の索敵 ×1.6・旋回 ×2.2（積み重ね可）
UPGRADE_SKILL_LASER_DAMAGE_NAME,激光·致命输出,Lethal Lasing,致死照射
UPGRADE_SKILL_LASER_DAMAGE_DESC,激光在保留减速效果的同时开始造成伤害；近距离伤害最高，随距离衰减,Lasers begin dealing damage while retaining their slow; damage is highest up close and falls with distance,レーザーが減速効果を保ったままダメージを与える・近距離で最大、距離で減衰
UPGRADE_SKILL_LASER_HACK_NAME,激光·黑客光束,Hacking Beam,ハッキングビーム
UPGRADE_SKILL_LASER_HACK_DESC,激光持续照射 MQ-109/110 2.5 秒可将其转为跟随长机作战的友军；与致命输出互斥,Hold the laser on an MQ-109/110 for 2.5 seconds to turn it into a combat ally that follows your leader; mutually exclusive with Lethal Lasing,MQ-109/110へ2.5秒間レーザーを照射すると長機に追従して戦う友軍へ転換する・致死照射とは排他
UPGRADE_LASER_EXTRA_BEAMS_NAME,激光·分束扩容,Laser Splitter,レーザー分岐拡張
UPGRADE_LASER_EXTRA_BEAMS_DESC,激光可同时照射的目标数 +1（每层叠加，最多 +2）。每束独立衰减，多目标覆盖更强,+1 simultaneous laser target per stack (max +2); each beam attenuates independently,レーザー同時照射目標+1/層（最大+2）。各ビームは独立減衰
ATTR_GLADIATOR,斗士,Gladiator,闘士
ATTR_KNIGHT,骑士,Knight,騎士
ATTR_SCHEMER,策士,Schemer,策士
CARD_AXIS_FOCUS_NAME,方向专注,Focus Training,方向鍛錬
CARD_AXIS_FOCUS_DESC,本轴暂无新技能——纯粹磨练方向（该轴属性点 +1）,No new skill on this path - pure focus (+1 point on this axis),この軸に新スキルなし——純粋な鍛錬（+1ポイント）
ATTR_PANEL_TITLE,三轴路线,Attribute Axes,三軸ルート
ATTR_ROUTE_FMT,路线：%s,Route: %s,ルート：%s
ATTR_ROUTE_NONE,路线未定,Route undecided,ルート未定
ATTR_NEXT_FMT,下一档 %d 点：%s,Next at %d: %s,次の段階 %d pt：%s
ATTR_MAXED,已满档,Maxed,最大段階
ATTR_STAT_MAX_HP,血量,Hull HP,耐久
ATTR_STAT_GUN_DAMAGE,机炮伤害,Gun damage,機関砲威力
ATTR_STAT_GUN_RANGE,机炮射程,Gun range,機関砲射程
ATTR_STAT_MAX_G,G 力,G limit,G限界
ATTR_STAT_STALL_SPEED,失速速度,Stall speed,失速速度
ATTR_STAT_GUN_AMMO,机炮备弹,Gun ammo,機関砲弾数
ATTR_STAT_MISSILE_COUNT,导弹挂载,Missile racks,ミサイル搭載数
ATTR_STAT_RADAR_RANGE,雷达距离,Radar range,レーダー距離
ATTR_STAT_SPEED,极速,Top speed,最高速度
ATTR_STAT_ALT_SPEED,高度变化速度,Climb rate,高度変更速度
ATTR_STAT_FLARE_COUNT,热诱弹,Flares,フレア数
ATTR_STAT_LOCK_TIME,锁定耗时,Lock time,ロック時間
ATTR_STAT_CRUISE,巡航速度,Cruise,巡航速度
ATTR_MILESTONE_DETAIL,里程碑明细,MILESTONE TRACK,マイルストーン明細
ATTR_CURRENT_BONUS,当前加成,ACTIVE BONUS,現在の強化
ATTR_AIRCRAFT_DATA,机体状态,AIRFRAME STATUS,機体ステータス
ATTR_BONUS_NONE,暂无加成——选卡加点解锁,No bonus yet - pick cards to unlock,強化なし——カードで解放
ATTR_STAT_FLARE_CD,热诱弹冷却,Flare cooldown,フレアCD
ATTR_STAT_RADAR_CONE,雷达锥角,Radar cone,レーダー角
ATTR_STAT_DAMAGE_REDUCTION,伤害减免,Damage reduction,ダメージ軽減
ATTR_STAT_MISSILE_LOCKS,导弹锁定目标数,Missile target locks,ミサイルロック対象数
ATTR_STAT_XP_GAIN,经验值,XP gain,経験値
UPGRADE_SCOPE_SQUAD,◈ 全队,◈ Squad-wide,◈ 全隊
UPGRADE_SCOPE_ACE,王牌专属,Ace only,エース専用
UPGRADE_SCOPE_SQUAD_ONCE,◇ 队级单件,◇ Squad single,◇ 隊単位
UPGRADE_CLASS_LIMITED_FMT,%s限定,%s only,%s限定
UPGRADE_MILESTONE_PLUS_FMT,%s进度+1,+1 %s milestone,%s進度+1
UPGRADE_TORPEDO_EXTRA_NAME,漂浮雷·额外,Drift Mine: Extra,漂流機雷・増設
UPGRADE_TORPEDO_EXTRA_DESC,每次投放的漂浮雷数量 +1（每层）,+1 mine per drop (per stack),投下ごとの機雷数+1/層
UPGRADE_QMAAM_BOOST_NAME,QAAM 强化,QAAM Boost,QAAM強化
UPGRADE_QMAAM_BOOST_DESC,格斗弹 +1，射程 +10%（每层）,+1 dogfight missile; +10% range (per stack),格闘ミサイル+1・射程+10%/層
UPGRADE_WINGMAN_EXTRA_NAME,忠诚僚机·额外,Loyal Wingman: Extra,ロイヤルウィングマン・増機
UPGRADE_WINGMAN_EXTRA_DESC,可同时存在的忠诚僚机数量 +1（每层）,+1 max simultaneous drone per stack,同時展開ドローン数+1/層
UPGRADE_WINGMAN_ARMED_NAME,忠诚僚机·武装,Loyal Wingman: Armed,ロイヤルウィングマン・武装
UPGRADE_WINGMAN_ARMED_DESC,无人机武器伤害 +30%、射程 +20%、自爆伤害 +30%,Drone weapon damage +30%; range +20%; self-destruct damage +30%,ドローン火力+30%・射程+20%・自爆ダメージ+30%
UPGRADE_COCKPIT_ARMOR_NAME,座舱护甲,Cockpit Armor,コックピット装甲
UPGRADE_COCKPIT_ARMOR_DESC,来自地面火力（SAM/高炮/CIWS）的伤害 -50%（每层）,-50% damage from ground fire (SAM/AA/CIWS) per stack,地上火力（SAM/対空砲/CIWS）被ダメージ-50%/層
UPGRADE_SQUAD_REVENGE_NAME,复仇之战,War of Vengeance,復讐の戦い
UPGRADE_SQUAD_REVENGE_DESC,僚机或王牌被击坠时，全队进入嗜血与无敌状态 15 秒,When a squadmate falls the whole squad gains Bloodlust and invulnerability for 15s,僚機かエースが撃墜されると全隊が15秒間血の渇望＋無敵
UPGRADE_GUARD_ZONE_BUFF_NAME,保卫阵地,Hold the Line,陣地防衛
UPGRADE_GUARD_ZONE_BUFF_DESC,【防守此区】圈内全队受伤 -30%，转弯 G +15%,Inside the guard zone the squad takes -30% damage with +15% turn G,【防衛エリア】圏内で全隊被ダメージ-30%・旋回G+15%
UPGRADE_GUN_RESERVE_MAG_NAME,备用弹仓,Reserve Magazine,予備弾倉
UPGRADE_GUN_RESERVE_MAG_DESC,机炮弹尽时有 30%（双层 50%）概率立刻回满弹药,30% chance (50% at two stacks) to instantly refill guns when dry,弾切れ時30%（2層で50%）で即座に全弾補充
UPGRADE_GUN_OUT_FREE_MISSILE_NAME,副武器,Sidearm Protocol,サイドアーム
UPGRADE_GUN_OUT_FREE_MISSILE_DESC,机炮装填期间发射导弹不消耗弹药,Missiles fired while guns are reloading cost no ammo,機関砲装填中はミサイル消費なし
UPGRADE_HEADON_XP_NAME,骑士心脏·历练,Knight's Heart: Tempering,騎士の心・鍛錬
UPGRADE_HEADON_XP_DESC,对头击杀获得的经验 +50%,Head-on kills grant +50% XP,正面撃墜の経験値+50%
UPGRADE_AB_KILL_CHARGE_NAME,检讨,Debrief,戦訓
UPGRADE_AB_KILL_CHARGE_DESC,击杀的加力充能奖励 +0.6s（每层；基线 +0.8s）,Kill afterburner charge bonus +0.6s per stack (base +0.8s),撃墜時のアフターバーナー充填+0.6s/層（基準+0.8s）
UPGRADE_AB_DURATION_NAME,强化加力,Extended Burn,強化バーナー
UPGRADE_AB_DURATION_DESC,加力耗能减慢，续航 +50%/层（满能量 6s→9s→12s）,Afterburner drains 50% slower per stack (full: 6s→9s→12s),バーナー消費50%減/層（満タン6→9→12秒）
UPGRADE_ADAPT_ENERGY_NAME,适应,Adaptation,適応
UPGRADE_ADAPT_ENERGY_DESC,击杀不高于自己高度的敌人回复加力充能；击杀高于自己的回 20 HP,Kills at or below your altitude restore afterburner charge; kills above you restore 20 HP,自機以下の高度の敵撃墜でバーナー充填回復・上の敵で20HP回復
UPGRADE_ASSASSIN_REVENGE_NAME,刺客复仇,Assassin's Reprisal,暗殺者の報復
UPGRADE_ASSASSIN_REVENGE_DESC,僚机或王牌被击坠时，全队获得超载与隐身 15 秒,When a squadmate falls the squad gains Overload and stealth for 15s,僚機かエースが撃墜されると全隊が15秒間オーバーロード＋ステルス
UPGRADE_EVAC_SHIFT_NAME,阵地转移,Tactical Relocation,陣地転換
UPGRADE_EVAC_SHIFT_DESC,【撤离此区】冲刺追加提速 15%，且撤离中受到伤害 -50%,Evac sprint gains +15% speed and -50% damage taken while withdrawing,【離脱】スプリント+15%・離脱中の被ダメージ-50%
UPGRADE_LEVELUP_HEAL_NAME,升级回复,Level-Up Recovery,レベルアップ回復
UPGRADE_LEVELUP_HEAL_DESC,每次升级时全队回复 10 HP,The squad restores 10 HP on every level-up,レベルアップごとに全隊HP10回復
UPGRADE_GROUND_CREW_NAME,地勤优化,Ground Crew Drill,地上クルー熟練
UPGRADE_GROUND_CREW_DESC,机场／航母停靠判定耗时减半；起飞后获得一个升级,Docking takes half the time; gain a free upgrade after takeoff,着艦判定時間半減・離陸後にアップグレード1回獲得
UPGRADE_BLACKBOX_RECOVERY_NAME,黑匣子回收,Black Box Recovery,ブラックボックス回収
UPGRADE_BLACKBOX_RECOVERY_DESC,僚机或王牌被击坠时，获得一个升级,Gain a free upgrade when a squadmate is shot down,僚機かエースの撃墜時にアップグレード1回獲得
UPGRADE_QMAAM_BLOODLUST_NAME,QAAM 嗜血,QAAM Bloodlust,QAAM血の渇望
UPGRADE_QMAAM_BLOODLUST_DESC,格斗弹击杀后进入嗜血状态 10 秒,QAAM kills trigger 10s of Bloodlust,格闘ミサイル撃墜で血の渇望10秒
UPGRADE_VETERAN_HP_NAME,历战者,Veteran,歴戦者
UPGRADE_VETERAN_HP_DESC,按已持有的【斗士轴】技能数提升全队血量（+5 HP/条，上限 +100）,+5 max HP per Gladiator-axis skill owned (cap +100),闘士軸スキル数×+5HP（上限+100）
UPGRADE_SPEED_BY_KNIGHT_NAME,全速推进,Full Throttle,全速前進
UPGRADE_SPEED_BY_KNIGHT_DESC,按已持有的【骑士轴】技能数提升最高速度（+5%/条，上限 +40%）,+5% top speed per Knight-axis skill owned (cap +40%),騎士軸スキル数×+5%最高速度（上限+40%）
UPGRADE_EW_EXPERT_NAME,电子战专家,EW Expert,電子戦エキスパート
UPGRADE_EW_EXPERT_DESC,按已持有的【策士轴】技能数提升雷达距离（+100m/条，上限 +1km）,+100m radar range per Schemer-axis skill owned (cap +1km),策士軸スキル数×+100mレーダー（上限+1km）
UPGRADE_WEAPON_MASTER_NAME,武器大师,Weapon Master,ウェポンマスター
UPGRADE_WEAPON_MASTER_DESC,全武器冷却 -5%/件（机炮+导弹起步 -10%，上限 -30%）,-5% all-weapon cooldown per weapon (gun + missiles start at -10%; cap -30%),全武器CD -5%/個（機関砲+ミサイルで初期 -10%、上限 -30%）
UPGRADE_RAILGUN_DOUBLE_NAME,双发,Double Tap,二連射
UPGRADE_RAILGUN_DOUBLE_DESC,电磁炮蓄力完成后沿同一弹道连发两发,Railgun fires twice along the same trajectory per charge,レールガンが同一弾道で二連射
UPGRADE_MISSILE_SECOND_STAGE_NAME,二段推进,Second Stage,二段推進
UPGRADE_MISSILE_SECOND_STAGE_DESC,导弹一段燃尽后持续加速（上限 ×1.2）且转弯渐强（最高 +50%），距离越远越准,Missiles keep accelerating after burnout (cap x1.2) with growing turn G (up to +50%),ミサイル燃焼後も加速（×1.2）・旋回G漸増（最大+50%）
UPGRADE_MANUAL_DODGE_NAME,胆大妄为,Reckless Abandon,大胆不敵
UPGRADE_MANUAL_DODGE_DESC,全队禁用普通自动热诱弹且热诱弹 +6；当前操控机按 R 滚转投焰；AI 僚机受威胁自动释放；0.25s 严格无敌窗；占用唯一主动机动槽,Disables normal auto flares squad-wide and grants +6 flares; R rolls and drops flares while AI wingmen auto-trigger under threat; strict 0.25s i-frame; occupies the single active-maneuver slot,全隊の通常自動フレアを無効化しフレア+6；Rでロールしフレアを投射；AI僚機は被脅威時に自動発動；0.25秒の無敵窓；アクティブ機動枠を占有
UPGRADE_DISPLACEMENT_ROLL_NAME,位移滚转,Displacement Roll,変位ロール
UPGRADE_DISPLACEMENT_ROLL_DESC,按 R 向安全侧平滑横移 700m 并保持前进；动作期间不可命中；15s 小队共享冷却；AI 僚机受威胁自动使用,Press R to slide 700m toward the safer side while continuing forward; cannot be hit during the move; 15s squad cooldown; AI wingmen auto-trigger under threat,Rで安全側へ700m横移し前進を維持；動作中は命中無効；分隊共有15秒クールダウン；AI僚機は被脅威時に自動発動
UPGRADE_VERTICAL_BREAK_NAME,垂直越过,Vertical Break,垂直ブレイク
UPGRADE_VERTICAL_BREAK_DESC,按 R 在低空拉升 900m 或在中高空俯冲 900m；动作期间不可命中；18s 小队共享冷却；AI 僚机受威胁自动使用,Press R to climb 900m at low altitude or dive 900m at medium and high altitude; cannot be hit during the move; 18s squad cooldown; AI wingmen auto-trigger under threat,Rで低空時は900m上昇し中高空時は900m降下；動作中は命中無効；分隊共有18秒クールダウン；AI僚機は被脅威時に自動発動
UPGRADE_SIG_F15_NAME,无败之鹰,Flawless Eagle,無敗の鷲
UPGRADE_SIG_F15_DESC,生命值全满时：机炮伤害 +20%、锁定速度 +20%,While at full HP: gun damage +20% and lock speed +20%,HP満タン時：機関砲ダメージ+20%・ロック速度+20%
UPGRADE_SIG_A6E_NAME,盲飞入侵,All-Weather Intruder,全天候侵入
UPGRADE_SIG_A6E_DESC,低空飞行时敌人锁定你的速度 -40%,While flying low enemies lock onto you 40% slower,低空飛行中は敵のロック速度-40%
UPGRADE_SIG_MIRAGE3_NAME,幻影,Mirage,ミラージュ
UPGRADE_SIG_MIRAGE3_DESC,热诱弹保护窗口延长 60%；成功诱骗导弹的瞬间获得 1.5 秒无敌,Flare protection windows last 60% longer; deflecting a missile grants 1.5s invincibility,フレア保護時間+60%・ミサイル回避成功時に1.5秒無敵
UPGRADE_SIG_MIRAGE2000_NAME,静不稳定,Relaxed Stability,静的不安定
UPGRADE_SIG_MIRAGE2000_DESC,持续 G 力 +2、滚转速度 +30%,Sustained G +2 and roll rate +30%,持続G+2・ロール速度+30%
UPGRADE_SIG_F15C_NAME,制空清扫,Dominance Sweep,制空掃討
UPGRADE_SIG_F15C_DESC,雷达内每多 1 架敌机锁定速度 +8%（最多 +40%）,Each enemy on radar speeds up your lock by 8% (max +40%),レーダー内の敵1機ごとにロック速度+8%（最大+40%）
UPGRADE_SIG_F15E_NAME,对地特化,Strike Special,対地特化
UPGRADE_SIG_F15E_DESC,对地面与舰船单位：锁定速度 +50%、伤害 +30%,Against ground and naval units: lock speed +50% and damage +30%,地上・艦船に対し：ロック速度+50%・ダメージ+30%
UPGRADE_SIG_FA18E_NAME,甲板周转,Deck Cycle,デッキサイクル
UPGRADE_SIG_FA18E_DESC,每次停靠离场：弹药过量装填至 2 倍上限；生命上限永久 +10（最多 +50）,Each time you leave a dock ammo is overloaded to twice the cap; max HP permanently +10 (up to +50),停泊離脱ごとに弾薬を上限の2倍まで搭載・最大HP永久+10（最大+50）
UPGRADE_SIG_EA18G_NAME,伴随压制,Escort Suppression,随伴制圧
UPGRADE_SIG_EA18G_DESC,至少有1名僚机且全体存活僚机共同满锁同一目标时持续施加干扰；共锁解除后停止刷新,JAM is continuously applied while at least one wingman is alive and every surviving wingman has a full lock on the same target; refresh stops when the shared lock breaks,僚機が1機以上生存し全生存僚機が同一目標を完全ロック中はジャミングを継続付与・共同ロック解除で更新停止
UPGRADE_SIG_F16_NAME,智能鹰,Smart Falcon,スマートファルコン
UPGRADE_SIG_F16_DESC,经验获取 +25%（独立于其他经验加成）,XP gain +25% (independent of other XP bonuses),経験値獲得+25%（他の経験値ボーナスとは独立）
UPGRADE_SIG_GRIPEN_C_NAME,公路机场,Road Base,ロードベース
UPGRADE_SIG_GRIPEN_C_DESC,未被任何敌人锁定时加力槽充能速度 +50%,While not locked by any enemy the afterburner gauge charges 50% faster,敵にロックされていない間アフターバーナー充填+50%
UPGRADE_SIG_SU27_NAME,急停机动,Sudden Stop,急停機動
UPGRADE_SIG_SU27_DESC,完成特殊机动的瞬间对 1500m 内的敌机施加 4 秒恐惧,Completing a special maneuver inflicts 4s of fear on enemies within 1500m,特殊機動の完了時1500m内の敵に4秒の恐怖を付与
UPGRADE_SIG_A10_NAME,钛浴缸,Titanium Bathtub,チタンバスタブ
UPGRADE_SIG_A10_DESC,血量低于 30% 时不会被一击致死（保留 1 HP；冷却 60 秒）,Below 30% HP a killing blow leaves you at 1 HP instead (60s cooldown),HP30%未満では致死打を1HPで耐える（CD60秒）
UPGRADE_SIG_RAFALE_NAME,SPECTRA,SPECTRA,SPECTRA
UPGRADE_SIG_RAFALE_DESC,热诱弹成功偏转导弹后对其发射者施加 5 秒干扰,Deflecting a missile with flares jams its shooter for 5s,フレアでミサイルを回避すると発射者に5秒のジャミング
UPGRADE_SIG_TORNADO_NAME,地形跟随,Terrain Following,地形追随
UPGRADE_SIG_TORNADO_DESC,低空飞行时：速度 +8%、加力槽充能 +50%,While flying low: speed +8% and afterburner charge +50%,低空飛行中：速度+8%・アフターバーナー充填+50%
UPGRADE_SIG_TYPHOON_NAME,超巡爬升,Supercruise Climb,スーパークルーズ上昇
UPGRADE_SIG_TYPHOON_DESC,高度调整速度 +50% 且爬升不再减速；变更高度期间机炮闪避 +30%,Altitude changes are 50% faster and climbing no longer slows you; +30% gun dodge while changing altitude,高度変更速度+50%・上昇減速なし；高度変更中は機関砲回避+30%
UPGRADE_SIG_SU34_NAME,鸭嘴兽厨房,Hell Kitchen,地獄の厨房
UPGRADE_SIG_SU34_DESC,加力窗口期间每秒回复 2 点生命,Regenerate 2 HP per second during the afterburner window,アフターバーナー発動中毎秒HP2回復
UPGRADE_SIG_VIGGEN_NAME,唯一的锁定,The Only Lock,唯一のロック
UPGRADE_SIG_VIGGEN_DESC,目标脱离雷达后锁定保持 3 秒；雷达距离 +500m,Locks persist for 3s after the target leaves your radar; radar range +500m,目標がレーダーから外れてもロックを3秒維持・レーダー距離+500m
UPGRADE_SIG_MIG31_NAME,超速截击,Overspeed Intercept,超速迎撃
