keys,zh,en,ja
EDITOR_BTN_SAVE_EXIT,保存并退出,Save and Exit,保存して終了
EDITOR_BTN_DISCARD,丢弃改动,Discard,破棄
EDITOR_RECOVER_TITLE,恢复自动保存,Recover Autosave,自動保存の復元
EDITOR_RECOVER_MSG,检测到更新的自动保存。要恢复吗？,A newer autosave was found. Restore it?,より新しい自動保存が見つかりました。復元しますか？
EDITOR_TOOL_RECT,矩形,Rectangle,矩形
EDITOR_TOOL_ELLIPSE,圆形,Ellipse,円形
EDITOR_TOOL_TRI,三角形,Triangle,三角形
EDITOR_IMPORT_IMAGE,导入图片,Import Image,画像を読み込み
EDITOR_UNDERLAY_TOGGLE,垫图显隐,Toggle Underlay,下絵の表示切替
EDITOR_EXTRACT,提取到当前图层,Extract to Layer,現在のレイヤーへ抽出
EDITOR_EXTRACT_DARK,提取暗色区域,Extract dark areas,暗い領域を抽出
EDITOR_THRESHOLD,亮度阈值,Brightness Threshold,輝度しきい値
POPUP_DISPLACEMENT_ROLL,位移滚转,DISPLACEMENT ROLL,変位ロール
POPUP_VERTICAL_BREAK,垂直越过,VERTICAL BREAK,垂直ブレイク
POPUP_CLIMB_COUNTER,爬升反制,CLIMB BREAK,上昇カウンター
POPUP_MANEUVER_BLOCKED,机动空间不足,MANEUVER BLOCKED,機動空間不足
TACTIC_HACKED,已黑入,HACKED,ハッキング完了
MENU_ARCHIVE_NAME,资料库,Archive,資料庫
MENU_ARCHIVE_DESC,查阅作战手册、敌情档案与交战记录。,"Browse the field manual, threat files, and engagement records.",作戦マニュアル、敵情ファイル、交戦記録を閲覧する。
SQUAD_CONTROLLED,操控中,CONTROLLED,操作中
MENU_META_SHOP_NAME,生涯商店,Career Shop,キャリアショップ
MENU_META_SHOP_DESC,用功勋购买飞机与持久强化,Spend merit on aircraft and permanent perks,功績で機体と永続強化を購入
PRELOAD_BUILDINGS_LABEL,正在载入地图与城市数据,Loading map and city data,マップと都市データを読み込み中
PRELOAD_BUILDINGS_HINT,东京湾 / Tokyo Bay,Tokyo Bay,東京湾 / Tokyo Bay
